#L=60
#extfield=0.00000000
#beta		#binder		#dbinder		#chi		#dchi		#amag		#damag		#mag		#dmag		#c		#dc		#ene		#dene
0.34000000	2.99972600	0.02587080	4.75850000	0.04813146	0.04801478	0.00023176	0.00021378	0.00037625	3.68605292	0.03228991	-0.84156789	0.00022189
0.35000000	2.98705355	0.02927253	5.64921712	0.05669150	0.05263385	0.00024160	0.00016722	0.00037945	3.92235120	0.03691356	-0.87977289	0.00020687
0.36000000	2.95860627	0.03383516	6.84448988	0.06896585	0.05813656	0.00034265	0.00031089	0.00046938	4.02615483	0.03631659	-0.91975626	0.00023119
0.37000000	2.93054838	0.02947547	8.70743115	0.08312904	0.06560237	0.00030589	0.00046929	0.00050390	4.28256043	0.03874371	-0.96196633	0.00021766
0.38000000	2.90977480	0.03035546	11.34821393	0.12516401	0.07514063	0.00035455	-0.00032730	0.00074766	4.62148623	0.04475023	-1.00687382	0.00028143
0.39000000	2.92063552	0.02939249	15.33077059	0.16718693	0.08740765	0.00042489	0.00144350	0.00078047	4.94497515	0.04168558	-1.05433393	0.00025336
0.40000000	2.87213119	0.02476305	22.36993351	0.28069066	0.10559595	0.00053916	0.00089213	0.00125036	5.44892444	0.04966637	-1.10587752	0.00025430
0.40100000	2.83502017	0.02692285	22.89583078	0.25463147	0.10827089	0.00062635	-0.00092878	0.00126799	5.51464944	0.05046819	-1.11160511	0.00024136
0.40200000	2.85249041	0.02856646	24.03205732	0.26720024	0.11034308	0.00063337	0.00061581	0.00134722	5.42284549	0.05012170	-1.11688285	0.00025980
0.40300000	2.81300532	0.02451130	24.81104073	0.35765332	0.11307482	0.00060748	0.00148848	0.00148231	5.47330726	0.05019613	-1.12243807	0.00023322
0.40400000	2.83219456	0.02567791	26.11545648	0.31280952	0.11499196	0.00059972	0.00323822	0.00141898	5.57099683	0.04914490	-1.12806722	0.00025584
0.40500000	2.79774118	0.02649571	27.91328394	0.28850367	0.11956917	0.00068673	0.00239702	0.00161894	5.69117355	0.05388746	-1.13375393	0.00025109
0.40600000	2.80287332	0.02443454	29.26646071	0.37719771	0.12271991	0.00081584	-0.00006491	0.00168532	5.71188401	0.04616354	-1.13954426	0.00026039
0.40700000	2.79126748	0.02490694	30.57238280	0.37599217	0.12518343	0.00072764	-0.00455217	0.00172667	5.75589318	0.05096509	-1.14486367	0.00027295
0.40800000	2.78164998	0.02224347	32.71509990	0.40012382	0.12966413	0.00082380	0.00081206	0.00177782	5.80511489	0.05333912	-1.15116837	0.00024256
0.40900000	2.74167101	0.02107693	33.90053725	0.40331129	0.13236907	0.00078715	-0.00039237	0.00212370	5.82489545	0.05424735	-1.15693311	0.00026706
0.41000000	2.74767348	0.02099246	35.41403214	0.39071426	0.13590335	0.00084106	0.00125502	0.00216860	5.94933918	0.05731678	-1.16308422	0.00026752
0.41100000	2.73056955	0.02544487	37.13600349	0.46163229	0.13923535	0.00088102	0.00000935	0.00205646	6.01369802	0.05443210	-1.16902989	0.00028576
0.41200000	2.69189144	0.02105125	39.92235541	0.49334409	0.14513334	0.00102979	0.00115922	0.00241308	6.12388476	0.06282435	-1.17475241	0.00032306
0.41300000	2.68942299	0.02257351	42.30377530	0.51334610	0.14878982	0.00100170	-0.00181271	0.00263875	6.28514283	0.06302971	-1.18085667	0.00033068
0.41400000	2.68424060	0.02211315	45.37859684	0.55158608	0.15437131	0.00116471	-0.00133831	0.00280208	6.27212284	0.05765125	-1.18745896	0.00027286
0.41500000	2.65199603	0.02422943	47.23852108	0.65424524	0.15903046	0.00116183	-0.00252317	0.00296665	6.39991780	0.06158188	-1.19380370	0.00028585
0.41600000	2.62171932	0.02217312	49.95672922	0.74904690	0.16341441	0.00137340	0.00256600	0.00345503	6.39700767	0.06607638	-1.19991393	0.00027750
0.41700000	2.53075232	0.02202039	53.33542057	0.65009605	0.17241167	0.00122865	-0.00242178	0.00371989	6.58695586	0.06905462	-1.20664141	0.00027640
0.41800000	2.55164156	0.02330002	59.72826941	0.83308241	0.18089172	0.00147536	0.00570431	0.00403053	6.75899352	0.06602571	-1.21337878	0.00030450
0.41900000	2.49059355	0.02003057	62.60191799	0.79461649	0.18799407	0.00140425	0.00258507	0.00392568	6.85292091	0.06314790	-1.22041237	0.00032455
0.42000000	2.46761365	0.02456019	67.23122420	0.97323442	0.19515219	0.00166805	-0.00310589	0.00429151	7.01267231	0.06541709	-1.22718252	0.00034566
0.42100000	2.38579320	0.01987357	69.88115595	0.86477383	0.20379485	0.00179190	0.00078833	0.00532180	7.10408711	0.06880594	-1.23370693	0.00032731
0.42200000	2.32438737	0.02184517	77.81506725	1.01114880	0.21724739	0.00193339	0.00503009	0.00556903	7.45208432	0.06894872	-1.24161222	0.00034456
