#L=15
#extfield=0.00000000
#beta		#binder		#dbinder		#chi		#dchi		#amag		#damag		#mag		#dmag		#c		#dc		#ene		#dene
0.34000000	2.67419001	0.03271531	4.55312226	0.07031372	0.19632975	0.00163443	0.00573511	0.00276275	3.83388260	0.06293500	-0.84311111	0.00134884
0.34100000	2.61535524	0.03072678	4.45690539	0.06368740	0.19572887	0.00158827	0.00075555	0.00273230	3.77319995	0.06360115	-0.84639822	0.00150639
0.34200000	2.72180857	0.04280200	4.54652724	0.07354991	0.19485865	0.00152364	-0.00074133	0.00259025	3.84231829	0.06686099	-0.84901511	0.00158904
0.34300000	2.66037021	0.03114168	4.72798446	0.07075724	0.20026398	0.00145578	-0.00604178	0.00287871	3.97900135	0.06493171	-0.85723200	0.00149794
0.34400000	2.56194018	0.03555517	4.63573530	0.08324909	0.20326576	0.00176194	-0.00190134	0.00257611	3.80588232	0.06194947	-0.85858844	0.00162123
0.34500000	2.64950142	0.03474830	4.83034869	0.07206172	0.20413687	0.00143802	0.00082577	0.00265636	3.89797703	0.06384392	-0.86413689	0.00147834
0.34600000	2.63593512	0.02796162	5.02184641	0.07669339	0.20560531	0.00145993	-0.00122667	0.00277369	3.91466691	0.06032956	-0.86654400	0.00140554
0.34700000	2.62370069	0.02891110	5.03948311	0.08149228	0.20816709	0.00151519	0.00359733	0.00266921	3.99706440	0.06166793	-0.87072178	0.00172527
0.34800000	2.63691759	0.02859020	5.01659050	0.07223099	0.20675020	0.00156960	-0.00532178	0.00274795	4.06613356	0.06135441	-0.87330311	0.00134209
0.34900000	2.58750797	0.03330924	5.19425562	0.08107710	0.21215909	0.00196943	0.00005867	0.00306558	3.98404237	0.06074270	-0.87854399	0.00162626
0.35000000	2.54412993	0.02846689	5.13187178	0.07172591	0.21422754	0.00160621	-0.00276622	0.00288538	3.96802263	0.06213945	-0.88379555	0.00142220
0.35100000	2.58319740	0.02883542	5.33083395	0.07484084	0.21629065	0.00173944	0.00172889	0.00276651	4.00452523	0.06931849	-0.88458667	0.00144170
0.35200000	2.51713205	0.02998454	5.32298199	0.07152880	0.21936176	0.00170886	0.00588178	0.00287472	4.03626928	0.06216203	-0.88911644	0.00155250
0.35300000	2.57652399	0.02653490	5.41018262	0.09021051	0.21853865	0.00156613	-0.00051023	0.00315467	4.11552311	0.06905896	-0.89216000	0.00138991
0.35400000	2.55136467	0.03619589	5.59044768	0.08303364	0.22193687	0.00209148	-0.00010845	0.00294421	4.28129610	0.07862607	-0.89762489	0.00161184
0.35500000	2.53405015	0.02795926	5.70324497	0.09132063	0.22531109	0.00198994	-0.00296267	0.00280821	4.24973532	0.06434375	-0.90204800	0.00153672
0.35600000	2.49934245	0.03012204	5.65147859	0.08621599	0.22645776	0.00169574	0.00467288	0.00387434	4.17977621	0.06974301	-0.90697422	0.00162258
0.35700000	2.50343860	0.02729124	5.84990089	0.08614852	0.23122221	0.00185188	-0.00208534	0.00342992	4.30095468	0.07126863	-0.91155555	0.00145473
0.35800000	2.52234073	0.02852014	6.06974525	0.08736939	0.23193243	0.00159529	0.00141511	0.00322226	4.34256703	0.07698622	-0.91513778	0.00138129
0.35900000	2.49698305	0.02627997	6.14029232	0.08999781	0.23538221	0.00169397	0.00064178	0.00295656	4.21103953	0.08750879	-0.92041955	0.00163028
0.36000000	2.44353765	0.02482496	6.15680082	0.09330474	0.23871643	0.00177525	-0.00097422	0.00347643	4.27894267	0.06759990	-0.92499733	0.00144339
0.36100000	2.48522897	0.02442935	6.19651371	0.08917784	0.23786310	0.00170768	0.00261511	0.00365889	4.31688139	0.06821974	-0.92575822	0.00139262
0.36200000	2.43660304	0.02397602	6.30991784	0.09461615	0.24265509	0.00172209	-0.00185155	0.00333362	4.34041751	0.06808178	-0.93140445	0.00161523
0.36300000	2.43859670	0.02809686	6.57816471	0.09565477	0.24628887	0.00170294	0.00517155	0.00397321	4.50527134	0.06851760	-0.93434311	0.00153154
0.36400000	2.41175751	0.02361215	6.58262481	0.09007759	0.24841332	0.00191128	-0.00369423	0.00329631	4.44917674	0.07087739	-0.94209601	0.00158139
0.36500000	2.37498588	0.02406175	6.81441633	0.08692322	0.25285598	0.00165957	0.00031733	0.00374825	4.53054916	0.07358212	-0.94814934	0.00145887
0.36600000	2.43908540	0.02668975	7.06990975	0.10038349	0.25448443	0.00184503	-0.00886311	0.00359662	4.61397239	0.07471892	-0.94967645	0.00153116
0.36700000	2.41934536	0.02985480	6.90639906	0.10351647	0.25461066	0.00214309	-0.00182845	0.00340456	4.51124576	0.07977629	-0.95294222	0.00157595
0.36800000	2.33680152	0.02448146	7.23782804	0.09428133	0.26292621	0.00209527	-0.00044178	0.00379731	4.57669745	0.07110078	-0.96097244	0.00144381
0.36900000	2.36709024	0.02510405	7.11646737	0.08455210	0.26041154	0.00200614	-0.00509778	0.00378632	4.56528886	0.07277603	-0.96234667	0.00160946
0.37000000	2.35183438	0.02568257	7.32975725	0.08978735	0.26573243	0.00180993	0.00723467	0.00374957	4.63126484	0.07016702	-0.96700444	0.00144957
0.37100000	2.34590075	0.02115652	7.60067926	0.09829834	0.26829421	0.00191012	-0.00116089	0.00370911	4.76181327	0.07745800	-0.97240889	0.00156689
